student_code,student_name,student_email,english_level,faculty,GPA
2110376,Ánh Vũ,a@hcmut.edu.vn,1,MT,2.8
2110377,An Đức Bùi,a@hcmut.edu.vn,2,MT,0.55
2110378,Bà Xuân Mai,a@hcmut.edu.vn,2,MT,1.54
2110379,Vũ Dương,a@hcmut.edu.vn,2,MT,0.58
2110380,Cô Nhật Hoàng,a@hcmut.edu.vn,4,MT,2.73
2110381,Ánh Hoàng,a@hcmut.edu.vn,0,MT,0.01
2110382,Nhật Lê,a@hcmut.edu.vn,3,MT,1.43
2110383,Quý cô Ngọc Vũ,a@hcmut.edu.vn,4,MT,2.16
2110384,Cô Vân Đặng,a@hcmut.edu.vn,3,MT,2.07
2110385,Bà Kim Mai,a@hcmut.edu.vn,2,MT,2.05
2110386,Dũng Tấn Vũ,a@hcmut.edu.vn,3,MT,0.55
2110387,Quý ông Trung Vũ,a@hcmut.edu.vn,3,MT,1.85
2110388,Hoàng Lê,a@hcmut.edu.vn,4,MT,2.43
2110389,Khoa Xuân Dương,a@hcmut.edu.vn,0,MT,2.29
2110390,Quý cô Linh Lê,a@hcmut.edu.vn,1,MT,1.86
2110391,Yến Hoàng,a@hcmut.edu.vn,4,MT,2.54
2110392,Mai Trần,a@hcmut.edu.vn,0,MT,1.54
2110393,Chi Đặng,a@hcmut.edu.vn,3,MT,1.43
2110394,Bà Nhật Trần,a@hcmut.edu.vn,1,MT,1.6
2110395,Lâm Vũ,a@hcmut.edu.vn,2,MT,3.31
2110396,Quý cô Dương Phạm,a@hcmut.edu.vn,0,MT,0.12
2110397,Phúc Lê,a@hcmut.edu.vn,3,MT,3.81
2110398,Quý ông Châu Bùi,a@hcmut.edu.vn,2,MT,2.13
2110399,Bảo Vũ,a@hcmut.edu.vn,3,MT,3.36
2110400,Hà Dương,a@hcmut.edu.vn,2,MT,1.33
2110401,Khoa Mai,a@hcmut.edu.vn,4,MT,0.15
2110402,Bác Tú Lê,a@hcmut.edu.vn,0,MT,0.55
2110403,Hương Đặng,a@hcmut.edu.vn,1,MT,2.78
2110404,Bà Kim Lê,a@hcmut.edu.vn,1,MT,3.9
2110405,Chị Kim Đặng,a@hcmut.edu.vn,0,MT,0.91
2110406,Bảo Phạm,a@hcmut.edu.vn,3,MT,3.57
2110407,An Dương,a@hcmut.edu.vn,4,MT,3.15
2110408,Hải Vũ,a@hcmut.edu.vn,0,MT,2.67
2110409,Trọng Văn Dương,a@hcmut.edu.vn,1,MT,2.19
2110410,Lan Trần,a@hcmut.edu.vn,2,MT,0.53
2110411,Hạnh Trần,a@hcmut.edu.vn,4,MT,2.49
2110412,Bác Quang Đặng,a@hcmut.edu.vn,3,MT,0.87
2110413,Bà Nhật Bùi,a@hcmut.edu.vn,4,MT,1.39
2110414,Vi Trần,a@hcmut.edu.vn,1,MT,3.44
2110415,Bác Châu Đặng,a@hcmut.edu.vn,1,MT,3.71
2110416,Phương Hoàng Hoàng,a@hcmut.edu.vn,4,MT,1.84
2110417,Lâm Bảo Trần,a@hcmut.edu.vn,4,MT,1.45
2110418,Anh Tùng Bùi,a@hcmut.edu.vn,2,MT,3.43
2110419,Vũ Tấn Nguyễn,a@hcmut.edu.vn,0,MT,1.66
2110420,Dũng Quang Hoàng,a@hcmut.edu.vn,2,MT,3.29
2110421,Ông Minh Vũ,a@hcmut.edu.vn,2,MT,1.98
2110422,Vi Vũ,a@hcmut.edu.vn,4,MT,2.94
2110423,Quang Thế Lê,a@hcmut.edu.vn,3,MT,3.86
2110424,Chị Hương Dương,a@hcmut.edu.vn,3,MT,0.07
2110425,Ông Hoàng Đặng,a@hcmut.edu.vn,4,MT,0.33
2110426,Cô Hồng Đặng,a@hcmut.edu.vn,1,MT,1.58
2110427,Anh Minh Hoàng,a@hcmut.edu.vn,1,MT,0.65
2110428,Quý cô Kim Vũ,a@hcmut.edu.vn,4,MT,3.46
2110429,Bác Hưng Lê,a@hcmut.edu.vn,3,MT,1.16
2110430,Chị Thành Mai,a@hcmut.edu.vn,1,MT,2.57
2110431,Anh Phúc Phạm,a@hcmut.edu.vn,2,MT,2.12
2110432,Kim Thị Dương,a@hcmut.edu.vn,0,MT,2.28
2110433,Hà Phú Dương,a@hcmut.edu.vn,0,MT,0.48
2110434,Ông Minh Nguyễn,a@hcmut.edu.vn,2,MT,2.17
2110435,Anh Hưng Vũ,a@hcmut.edu.vn,3,MT,2.07
2110436,Cô Bảo Nguyễn,a@hcmut.edu.vn,1,MT,1.81
2110437,Phương Vũ,a@hcmut.edu.vn,3,MT,1.59
2110438,Trung Phú Bùi,a@hcmut.edu.vn,4,MT,3.53
2110439,Yến Lê,a@hcmut.edu.vn,0,MT,0.39
2110440,Hạnh Hữu Trần,a@hcmut.edu.vn,4,MT,1.02
2110441,Hà Lê,a@hcmut.edu.vn,0,MT,0.1
2110442,Hương Nguyễn,a@hcmut.edu.vn,3,MT,0.43
2110443,Bác Tú Dương,a@hcmut.edu.vn,3,MT,0.39
2110444,Ánh Lê,a@hcmut.edu.vn,3,MT,2.96
2110445,Bảo Mai Vũ,a@hcmut.edu.vn,1,MT,1.97
2110446,Bảo Tấn Đặng,a@hcmut.edu.vn,3,MT,1.94
2110447,Hạnh Trần,a@hcmut.edu.vn,1,MT,3.97
2110448,Anh Đặng,a@hcmut.edu.vn,2,MT,3.6
2110449,Nhật Trần,a@hcmut.edu.vn,4,MT,2.82
2110450,Quý cô Hạnh Nguyễn,a@hcmut.edu.vn,4,MT,2.63
2110451,Hải Bảo Vũ,a@hcmut.edu.vn,4,MT,3.24
2110452,Hoàng Lê,a@hcmut.edu.vn,0,MT,0.95
2110453,Vũ Vũ,a@hcmut.edu.vn,3,MT,0.42
2110454,Bảo Bùi,a@hcmut.edu.vn,2,MT,3.26
2110455,Tú Hoàng Nguyễn,a@hcmut.edu.vn,0,MT,0.77
2110456,Hà Phạm,a@hcmut.edu.vn,0,MT,0.44
2110457,Khoa Đặng,a@hcmut.edu.vn,4,MT,3.68
2110458,Thảo Bùi,a@hcmut.edu.vn,2,MT,1.4
2110459,Kim Hoàng,a@hcmut.edu.vn,2,MT,2.27
2110460,An Bùi,a@hcmut.edu.vn,0,MT,0.68
2110461,Chị Bảo Hoàng,a@hcmut.edu.vn,1,MT,1.54
2110462,Kim Dương,a@hcmut.edu.vn,2,MT,0.4
2110463,Khoa Phạm,a@hcmut.edu.vn,3,MT,3.5
2110464,Hạnh Trần,a@hcmut.edu.vn,3,MT,0.82
2110465,Cô Hồng Phạm,a@hcmut.edu.vn,2,MT,1.67
2110466,Trọng Tấn Đặng,a@hcmut.edu.vn,0,MT,0.93
2110467,Quý ông Thành Hoàng,a@hcmut.edu.vn,1,MT,3.93
2110468,Ngọc Lê,a@hcmut.edu.vn,0,MT,1.95
2110469,Quý cô Duyên Trần,a@hcmut.edu.vn,2,MT,1.25
2110470,Minh Mai Nguyễn,a@hcmut.edu.vn,3,MT,1.83
2110471,Minh Vũ,a@hcmut.edu.vn,3,MT,2.22
2110472,Bà An Phạm,a@hcmut.edu.vn,2,MT,3.44
2110473,Anh Trung Bùi,a@hcmut.edu.vn,4,MT,3.02
2110474,Thành Tấn Vũ,a@hcmut.edu.vn,3,MT,3.11
2110475,Bà Nhật Bùi,a@hcmut.edu.vn,0,MT,1.01
2110476,Hà Đức Dương,a@hcmut.edu.vn,4,MT,0.46
2110477,Hải Hoàng,a@hcmut.edu.vn,1,MT,1.15
2110478,Anh Bùi,a@hcmut.edu.vn,3,MT,1.06
2110479,Phương Đức Phạm,a@hcmut.edu.vn,4,MT,0.76
2110480,Anh Phúc Dương,a@hcmut.edu.vn,3,MT,0.86
2110481,Châu Hải Nguyễn,a@hcmut.edu.vn,0,MT,3.16
2110482,Anh Bảo Lê,a@hcmut.edu.vn,4,MT,3.23
2110483,Quý cô Hà Hoàng,a@hcmut.edu.vn,1,MT,2.86
2110484,Kim Văn Lê,a@hcmut.edu.vn,2,MT,1.41
2110485,Chị Nhật Hoàng,a@hcmut.edu.vn,4,MT,0.91
2110486,Chị Ngọc Nguyễn,a@hcmut.edu.vn,0,MT,1.4
2110487,Tú Mai Bảo Bùi,a@hcmut.edu.vn,3,MT,2.73
2110488,Nhật Hữu Phạm,a@hcmut.edu.vn,1,MT,3.82
2110489,Nhật Bùi,a@hcmut.edu.vn,4,MT,1.61
2110490,Trọng Trần,a@hcmut.edu.vn,4,MT,3.52
2110491,Bà Khoa Nguyễn,a@hcmut.edu.vn,1,MT,1.13
2110492,Nhật Hữu Vũ,a@hcmut.edu.vn,4,MT,1.65
2110493,Khoa Hải Trần,a@hcmut.edu.vn,0,MT,2.3
2110494,Minh Nguyễn,a@hcmut.edu.vn,2,MT,2.43
2110495,Nhật Hữu Vũ,a@hcmut.edu.vn,4,MT,3.02
2110496,Tùng Đức Trần,a@hcmut.edu.vn,4,MT,2.69
2110497,Hà Mai Bảo Hoàng,a@hcmut.edu.vn,4,MT,3.57
2110498,Ông Hoàng Lê,a@hcmut.edu.vn,3,MT,3.76
2110499,Tùng Lê,a@hcmut.edu.vn,1,MT,1.77
2110500,Ông Trọng Lê,a@hcmut.edu.vn,3,MT,0.94
2110501,An Bảo Mai,a@hcmut.edu.vn,3,MT,0.67
2110502,Xuân Nguyễn,a@hcmut.edu.vn,1,MT,3.66
2110503,Vân Mai,a@hcmut.edu.vn,3,MT,2.26
2110504,Vũ Xuân Vũ,a@hcmut.edu.vn,0,MT,1.04
2110505,Xuân Bùi,a@hcmut.edu.vn,0,MT,2.11
2110506,Nhật Nguyễn,a@hcmut.edu.vn,2,MT,3.03
2110507,Dũng Lê,a@hcmut.edu.vn,1,MT,0.44
2110508,Ông Châu Mai,a@hcmut.edu.vn,3,MT,2.01
2110509,Nhật Thị Vũ,a@hcmut.edu.vn,4,MT,1.37
2110510,Ánh Trần,a@hcmut.edu.vn,0,MT,2.47
2110511,Quý ông Anh Dương,a@hcmut.edu.vn,3,MT,2.05
2110512,Bà Vân Phạm,a@hcmut.edu.vn,0,MT,3.05
2110513,Bà Chi Dương,a@hcmut.edu.vn,2,MT,0.43
2110514,Thành Lê,a@hcmut.edu.vn,3,MT,3.64
2110515,Cô Ngọc Dương,a@hcmut.edu.vn,2,MT,1.17
2110516,Thành Mai,a@hcmut.edu.vn,2,MT,1.53
2110517,Cô An Trần,a@hcmut.edu.vn,0,MT,3.96
2110518,Thành Mai,a@hcmut.edu.vn,3,MT,1.78
2110519,Ông Trung Trần,a@hcmut.edu.vn,0,MT,3.25
2110520,Nhật Xuân Mai,a@hcmut.edu.vn,3,MT,2.16
2110521,Ông Châu Bùi,a@hcmut.edu.vn,4,MT,2.47
2110522,Bác Tú Vũ,a@hcmut.edu.vn,1,MT,0.66
2110523,Nhật Thế Trần,a@hcmut.edu.vn,0,MT,1.85
2110524,Dũng Bảo Trần,a@hcmut.edu.vn,1,MT,1.51
2110525,Hạnh Quang Nguyễn,a@hcmut.edu.vn,0,MT,3.06
2110526,Anh Bảo Đặng,a@hcmut.edu.vn,4,MT,1.71
2110527,Thành Hải Phạm,a@hcmut.edu.vn,1,MT,1.62
2110528,Trọng Trần,a@hcmut.edu.vn,1,MT,0.6
2110529,Bảo Hoàng,a@hcmut.edu.vn,4,MT,2.34
2110530,Quý cô Yến Lê,a@hcmut.edu.vn,0,MT,2.14
2110531,Yến Nguyễn,a@hcmut.edu.vn,1,MT,0.48
2110532,Trung Trần,a@hcmut.edu.vn,0,MT,1.76
2110533,Xuân Trần,a@hcmut.edu.vn,0,MT,1.0
2110534,Bà An Trần,a@hcmut.edu.vn,2,MT,2.45
2110535,Yến Trần,a@hcmut.edu.vn,0,MT,3.98
2110536,Hương Mai,a@hcmut.edu.vn,1,MT,2.71
2110537,Hoàng Trần,a@hcmut.edu.vn,3,MT,2.67
2110538,Ông Bảo Hoàng,a@hcmut.edu.vn,0,MT,1.03
2110539,Thảo Vũ,a@hcmut.edu.vn,0,MT,0.73
2110540,Nhiên Bùi,a@hcmut.edu.vn,1,MT,1.03
2110541,Nhiên Phạm,a@hcmut.edu.vn,2,MT,1.33
2110542,Vi Mai,a@hcmut.edu.vn,0,MT,0.94
2110543,Linh Vũ,a@hcmut.edu.vn,4,MT,1.64
2110544,Anh Hoàng Nguyễn,a@hcmut.edu.vn,3,MT,3.93
2110545,Mai Vũ,a@hcmut.edu.vn,1,MT,2.72
2110546,Hoàng Mai Bùi,a@hcmut.edu.vn,3,MT,1.21
2110547,Khoa Tấn Trần,a@hcmut.edu.vn,2,MT,1.44
2110548,Duyên Trần,a@hcmut.edu.vn,3,MT,1.33
2110549,Hồng Nguyễn,a@hcmut.edu.vn,3,MT,2.3
2110550,Ánh Trần,a@hcmut.edu.vn,1,MT,3.09
2110551,An Mai Bảo Đặng,a@hcmut.edu.vn,0,MT,3.11
2110552,Quang Tấn Lê,a@hcmut.edu.vn,2,MT,1.32
2110553,Thành Trần,a@hcmut.edu.vn,1,MT,0.8
2110554,Hạnh Hải Đặng,a@hcmut.edu.vn,3,MT,2.02
2110555,Quý cô Ngọc Trần,a@hcmut.edu.vn,2,MT,3.31
2110556,Quý cô Hương Hoàng,a@hcmut.edu.vn,1,MT,2.67
2110557,Cô Nhật Lê,a@hcmut.edu.vn,0,MT,1.0
2110558,Hải Trí Đặng,a@hcmut.edu.vn,1,MT,2.41
2110559,Ông Bảo Bùi,a@hcmut.edu.vn,3,MT,1.5
2110560,Hồng Bùi,a@hcmut.edu.vn,3,MT,0.19
2110561,Bác Hoàng Lê,a@hcmut.edu.vn,0,MT,3.83
2110562,Anh Huy Bùi,a@hcmut.edu.vn,1,MT,2.83
2110563,Bà Hà Bùi,a@hcmut.edu.vn,1,MT,0.91
2110564,Tú Phú Trần,a@hcmut.edu.vn,1,MT,1.16
2110565,Bà Bảo Dương,a@hcmut.edu.vn,3,MT,1.36
2110566,Bà Vi Phạm,a@hcmut.edu.vn,0,MT,1.04
2110567,Ngọc Hoàng,a@hcmut.edu.vn,0,MT,1.19
2110568,Cô Ngọc Dương,a@hcmut.edu.vn,1,MT,2.04
2110569,Chị Nhật Dương,a@hcmut.edu.vn,4,MT,2.69
2110570,Quang Thị Mai,a@hcmut.edu.vn,1,MT,1.04
2110571,Khoa Quang Lê,a@hcmut.edu.vn,4,MT,2.78
2110572,Lâm Bảo Bùi,a@hcmut.edu.vn,4,MT,1.27
2110573,Chị Kim Vũ,a@hcmut.edu.vn,2,MT,3.1
2110574,Phúc Hoàng Vũ,a@hcmut.edu.vn,1,MT,3.2
2110575,Cô Mai Phạm,a@hcmut.edu.vn,2,MT,3.13
2110576,Ngọc Vũ,a@hcmut.edu.vn,1,MT,0.29
2110577,Chị Ngọc Nguyễn,a@hcmut.edu.vn,1,MT,2.75
2110578,Cô Vi Vũ,a@hcmut.edu.vn,2,MT,3.61
2110579,Cô Nhật Mai,a@hcmut.edu.vn,1,MT,2.17
2110580,Hải Mai,a@hcmut.edu.vn,0,MT,1.82
2110581,Quang Vũ,a@hcmut.edu.vn,4,MT,1.38
2110582,Ông Khoa Bùi,a@hcmut.edu.vn,4,MT,2.91
2110583,Ánh Mai,a@hcmut.edu.vn,0,MT,0.49
2110584,Ông Dũng Lê,a@hcmut.edu.vn,4,MT,2.11
2110585,Cô Khoa Vũ,a@hcmut.edu.vn,0,MT,1.99
2110586,Hưng Mai,a@hcmut.edu.vn,1,MT,2.33
2110587,Quang Trí Phạm,a@hcmut.edu.vn,2,MT,2.09
2110588,Ông Trọng Vũ,a@hcmut.edu.vn,3,MT,3.26
2110589,Bà Vân Vũ,a@hcmut.edu.vn,2,MT,1.2
2110590,Yến Vũ,a@hcmut.edu.vn,4,MT,0.39
2110591,Lâm Dương,a@hcmut.edu.vn,1,MT,3.12
2110592,Quý ông Khoa Dương,a@hcmut.edu.vn,3,MT,1.22
2110593,Bà Bảo Dương,a@hcmut.edu.vn,0,MT,0.04
2110594,Phương Đặng,a@hcmut.edu.vn,4,MT,1.67
2110595,Huy Hoàng Đặng,a@hcmut.edu.vn,3,MT,3.64
2110596,Hoàng Lê,a@hcmut.edu.vn,3,MT,1.37
2110597,Cô Lan Lê,a@hcmut.edu.vn,3,MT,2.98
2110598,Trọng Phạm,a@hcmut.edu.vn,3,MT,1.62
2110599,An Hoàng Hoàng,a@hcmut.edu.vn,1,MT,2.48
2110600,An Dương,a@hcmut.edu.vn,0,MT,2.59
2110601,Khoa Mai,a@hcmut.edu.vn,2,MT,0.26
2110602,Chi Trần,a@hcmut.edu.vn,0,MT,0.5
2110603,Vi Nguyễn,a@hcmut.edu.vn,3,MT,2.16
2110604,Quý ông Nhiên Trần,a@hcmut.edu.vn,4,MT,3.5
2110605,Thảo Dương,a@hcmut.edu.vn,1,MT,3.53
2110606,Cô Bảo Đặng,a@hcmut.edu.vn,1,MT,3.19
2110607,Hải Hoàng,a@hcmut.edu.vn,0,MT,1.72
2110608,Quý cô Hồng Lê,a@hcmut.edu.vn,2,MT,3.37
2110609,Dương Lê,a@hcmut.edu.vn,4,MT,2.92
2110610,Phúc Mai,a@hcmut.edu.vn,2,MT,0.57
2110611,Ông Thành Phạm,a@hcmut.edu.vn,2,MT,0.04
2110612,Lâm Hải Trần,a@hcmut.edu.vn,4,MT,3.8
2110613,Quý ông Bảo Đặng,a@hcmut.edu.vn,0,MT,0.33
2110614,Phương Phú Hoàng,a@hcmut.edu.vn,2,MT,0.45
2110615,Ông Thành Mai,a@hcmut.edu.vn,3,MT,0.09
2110616,Bà Thảo Hoàng,a@hcmut.edu.vn,4,MT,3.88
2110617,Nhiên Mai,a@hcmut.edu.vn,3,MT,1.68
2110618,Tùng Bảo Lê,a@hcmut.edu.vn,0,MT,3.81
2110619,Lâm Mai,a@hcmut.edu.vn,3,MT,2.4
2110620,Hoàng Bảo Đặng,a@hcmut.edu.vn,0,MT,3.18
2110621,Anh Tú Trần,a@hcmut.edu.vn,4,MT,3.8
2110622,Quang Phạm,a@hcmut.edu.vn,1,MT,2.31
2110623,Minh Mai Trần,a@hcmut.edu.vn,3,MT,0.71
2110624,Nhiên Hải Bùi,a@hcmut.edu.vn,0,MT,1.72
2110625,Tùng Dương,a@hcmut.edu.vn,1,MT,1.01
2110626,Quang Trần,a@hcmut.edu.vn,0,MT,3.5
2110627,Nhiên Bùi,a@hcmut.edu.vn,2,MT,0.19
2110628,Hà Xuân Trần,a@hcmut.edu.vn,1,MT,2.22
2110629,Hà Đức Mai,a@hcmut.edu.vn,3,MT,1.68
2110630,Hải Vũ,a@hcmut.edu.vn,1,MT,0.4
2110631,Khoa Mai,a@hcmut.edu.vn,0,MT,0.89
2110632,Nhật Quang Dương,a@hcmut.edu.vn,1,MT,0.39
2110633,Bảo Hoàng,a@hcmut.edu.vn,3,MT,3.45
2110634,Thành Dương,a@hcmut.edu.vn,4,MT,0.09
2110635,An Thế Bùi,a@hcmut.edu.vn,1,MT,0.87
2110636,Hạnh Trần,a@hcmut.edu.vn,3,MT,0.78
2110637,Hạnh Mai Bảo Vũ,a@hcmut.edu.vn,3,MT,0.03
2110638,Cô Xuân Hoàng,a@hcmut.edu.vn,2,MT,0.75
2110639,Khoa Trần,a@hcmut.edu.vn,1,MT,2.4
2110640,Bà Hương Dương,a@hcmut.edu.vn,1,MT,0.58
2110641,Bảo Mai Lê,a@hcmut.edu.vn,2,MT,2.38
2110642,Chị Dương Dương,a@hcmut.edu.vn,4,MT,2.71
2110643,Thành Dương,a@hcmut.edu.vn,1,MT,0.96
2110644,Bà Ngọc Mai,a@hcmut.edu.vn,0,MT,3.98
2110645,Hải Lê,a@hcmut.edu.vn,2,MT,3.57
2110646,Lâm Bảo Nguyễn,a@hcmut.edu.vn,4,MT,2.41
2110647,Bà Chi Phạm,a@hcmut.edu.vn,3,MT,0.72
2110648,Quý cô Vân Lê,a@hcmut.edu.vn,2,MT,2.06
2110649,Bác Quang Dương,a@hcmut.edu.vn,4,MT,1.25
2110650,Linh Dương,a@hcmut.edu.vn,2,MT,0.09
2110651,Lâm Phú Nguyễn,a@hcmut.edu.vn,3,MT,2.76
2110652,Bảo Bùi,a@hcmut.edu.vn,2,MT,0.65
2110653,An Xuân Đặng,a@hcmut.edu.vn,3,MT,0.53
2110654,An Đức Trần,a@hcmut.edu.vn,0,MT,1.76
2110655,Nhật Trần,a@hcmut.edu.vn,4,MT,1.46
2110656,Yến Nguyễn,a@hcmut.edu.vn,2,MT,3.76
2110657,Cô Hạnh Hoàng,a@hcmut.edu.vn,3,MT,2.7
2110658,Yến Bùi,a@hcmut.edu.vn,0,MT,3.99
2110659,Quý cô Mai Phạm,a@hcmut.edu.vn,0,MT,3.52
2110660,Bà Ánh Mai,a@hcmut.edu.vn,2,MT,1.32
2110661,Anh Quang Bùi,a@hcmut.edu.vn,1,MT,0.34
2110662,Thảo Hoàng,a@hcmut.edu.vn,3,MT,2.45
2110663,Hưng Trần,a@hcmut.edu.vn,3,MT,2.77
2110664,Chị Hồng Mai,a@hcmut.edu.vn,0,MT,1.93
2110665,Quý cô Mai Phạm,a@hcmut.edu.vn,3,MT,1.97
2110666,Vân Vũ,a@hcmut.edu.vn,2,MT,2.88
2110667,Chị Lan Bùi,a@hcmut.edu.vn,0,MT,1.32
2110668,Linh Đặng,a@hcmut.edu.vn,1,MT,1.32
2110669,Anh Châu Phạm,a@hcmut.edu.vn,1,MT,1.06
2110670,Hạnh Văn Lê,a@hcmut.edu.vn,4,MT,1.04
2110671,Quý ông Hưng Nguyễn,a@hcmut.edu.vn,1,MT,2.56
2110672,Quý cô Hồng Vũ,a@hcmut.edu.vn,2,MT,1.59
2110673,Thành Nguyễn,a@hcmut.edu.vn,2,MT,3.24
2110674,Duyên Hoàng,a@hcmut.edu.vn,4,MT,2.67
2110675,Quý ông Trọng Đặng,a@hcmut.edu.vn,1,MT,1.11
2110676,An Phạm,a@hcmut.edu.vn,1,MT,0.44
2110677,An Mai,a@hcmut.edu.vn,3,MT,0.12
2110678,Huy Phạm,a@hcmut.edu.vn,0,MT,1.73
2110679,Anh Minh Lê,a@hcmut.edu.vn,2,MT,1.71
2110680,Anh Nam Nguyễn,a@hcmut.edu.vn,2,MT,3.08
2110681,Bảo Thế Dương,a@hcmut.edu.vn,3,MT,2.75
2110682,Dương Mai,a@hcmut.edu.vn,0,MT,3.95
2110683,Minh Vũ,a@hcmut.edu.vn,1,MT,2.87
2110684,Hải Hoàng Trần,a@hcmut.edu.vn,2,MT,3.05
2110685,Hải Phạm,a@hcmut.edu.vn,1,MT,0.47
2110686,An Dương,a@hcmut.edu.vn,4,MT,1.16
2110687,Thành Mai Mai,a@hcmut.edu.vn,0,MT,1.65
2110688,Tú Hoàng,a@hcmut.edu.vn,0,MT,1.67
2110689,Quý cô Lan Đặng,a@hcmut.edu.vn,1,MT,3.35
2110690,Dũng Đức Vũ,a@hcmut.edu.vn,4,MT,2.62
2110691,Quý cô Linh Nguyễn,a@hcmut.edu.vn,3,MT,2.99
2110692,Trọng Hải Bùi,a@hcmut.edu.vn,1,MT,3.38
2110693,Hải Hữu Phạm,a@hcmut.edu.vn,3,MT,1.36
2110694,Bà Lâm Bùi,a@hcmut.edu.vn,1,MT,0.18
2110695,Phương Lê,a@hcmut.edu.vn,4,MT,1.43
2110696,Kim Thị Lê,a@hcmut.edu.vn,3,MT,0.18
2110697,Vân Mai,a@hcmut.edu.vn,3,MT,2.53
2110698,Tú Tấn Dương,a@hcmut.edu.vn,0,MT,1.71
2110699,Huy Vũ,a@hcmut.edu.vn,0,MT,1.51
2110700,Bà Hạnh Mai,a@hcmut.edu.vn,0,MT,0.66
2110701,Duyên Phạm,a@hcmut.edu.vn,4,MT,2.14
2110702,Hoàng Phạm,a@hcmut.edu.vn,0,MT,3.35
2110703,Anh Hữu Bùi,a@hcmut.edu.vn,0,MT,3.73
2110704,Phúc Hoàng,a@hcmut.edu.vn,3,MT,2.99
2110705,Chị Nhật Mai,a@hcmut.edu.vn,1,MT,1.48
2110706,Mai Bùi,a@hcmut.edu.vn,4,MT,3.52
2110707,Hoàng Đặng,a@hcmut.edu.vn,3,MT,1.81
2110708,Chị Kim Dương,a@hcmut.edu.vn,4,MT,1.83
2110709,Hương Bùi,a@hcmut.edu.vn,2,MT,2.69
2110710,Hải Bảo Mai,a@hcmut.edu.vn,1,MT,0.08
2110711,Nam Hải Vũ,a@hcmut.edu.vn,1,MT,1.85
2110712,Hà Bùi,a@hcmut.edu.vn,3,MT,2.7
2110713,Phương Tấn Đặng,a@hcmut.edu.vn,2,MT,1.51
2110714,Tú Thế Bùi,a@hcmut.edu.vn,2,MT,0.54
2110715,Duyên Vũ,a@hcmut.edu.vn,1,MT,1.51
2110716,Châu Mai,a@hcmut.edu.vn,2,MT,1.43
2110717,Tú Văn Vũ,a@hcmut.edu.vn,4,MT,3.01
2110718,Lâm Đặng,a@hcmut.edu.vn,4,MT,2.31
2110719,Tùng Hữu Hoàng,a@hcmut.edu.vn,0,MT,2.99
2110720,Hưng Mai,a@hcmut.edu.vn,3,MT,2.16
2110721,Trung Tấn Mai,a@hcmut.edu.vn,2,MT,3.66
2110722,Tùng Vũ,a@hcmut.edu.vn,2,MT,1.61
2110723,Hoàng Bùi,a@hcmut.edu.vn,0,MT,1.14
2110724,Anh Huy Lê,a@hcmut.edu.vn,2,MT,2.62
2110725,Ông Nhiên Lê,a@hcmut.edu.vn,1,MT,1.02
2110726,Hạnh Phú Mai,a@hcmut.edu.vn,4,MT,0.18
2110727,Cô Lan Bùi,a@hcmut.edu.vn,0,MT,0.67
2110728,An Mai,a@hcmut.edu.vn,4,MT,1.09
2110729,Anh Tùng Trần,a@hcmut.edu.vn,4,MT,2.37
2110730,Lâm Vũ,a@hcmut.edu.vn,0,MT,2.19
2110731,Bác Vũ Đặng,a@hcmut.edu.vn,4,MT,1.38
2110732,Quý cô Vân Vũ,a@hcmut.edu.vn,1,MT,0.36
2110733,Cô Thành Bùi,a@hcmut.edu.vn,2,MT,2.6
2110734,Tú Lê,a@hcmut.edu.vn,2,MT,1.91
2110735,Khoa Dương,a@hcmut.edu.vn,0,MT,1.35
2110736,Hạnh Nguyễn,a@hcmut.edu.vn,1,MT,3.72
2110737,Quý cô Bảo Mai,a@hcmut.edu.vn,4,MT,3.58
2110738,Cô Linh Lê,a@hcmut.edu.vn,0,MT,3.07
2110739,Lan Trần,a@hcmut.edu.vn,1,MT,2.16
2110740,Cô Kim Đặng,a@hcmut.edu.vn,3,MT,1.12
2110741,Quang Đức Trần,a@hcmut.edu.vn,3,MT,3.98
2110742,Cô An Dương,a@hcmut.edu.vn,1,MT,0.51
2110743,Khoa Xuân Lê,a@hcmut.edu.vn,4,MT,0.98
2110744,Nam Hải Hoàng,a@hcmut.edu.vn,2,MT,1.58
2110745,Quý cô Dương Vũ,a@hcmut.edu.vn,0,MT,2.18
2110746,Hưng Mai,a@hcmut.edu.vn,1,MT,3.8
2110747,Bảo Bảo Bùi,a@hcmut.edu.vn,3,MT,0.21
2110748,Dũng Đức Phạm,a@hcmut.edu.vn,0,MT,2.46
2110749,Cô Hà Lê,a@hcmut.edu.vn,3,MT,2.73
2110750,Thành Trí Phạm,a@hcmut.edu.vn,0,MT,1.48
2110751,Tú Văn Mai,a@hcmut.edu.vn,0,MT,2.67
2110752,Chị Vân Hoàng,a@hcmut.edu.vn,3,MT,2.03
2110753,Hải Thế Vũ,a@hcmut.edu.vn,4,MT,2.02
2110754,Bà Chi Hoàng,a@hcmut.edu.vn,3,MT,2.31
2110755,Khoa Hoàng Vũ,a@hcmut.edu.vn,0,MT,3.6
2110756,Chị Duyên Trần,a@hcmut.edu.vn,4,MT,0.22
2110757,Quý ông Tú Đặng,a@hcmut.edu.vn,2,MT,2.43
2110758,Quý cô Hà Mai,a@hcmut.edu.vn,4,MT,0.71
